"name_clean","leaid1","years1","state1","leaid_name1","name_raw1","leaid2","years2","state2","leaid_name2","name_raw2"
"daryl herrick","5502460","2009-2012","wi","Cedarburg School District","Daryl Herrick","1719080","2014","il","Twp Hsd 113","Dr. Daryl Herrick"
"daryl pruter","2009900","2009-2014","ks","Neodesha","Pruter, Daryl","4026640","2022-2024","ok","South Coffeyville","Daryl Pruter"
"dave wilcox","510620","2013","ar","Norphlet School District","WILCOX, DAVE  .","4846200","2020-2024","tx","Winnsboro Isd","Brian Wilcox"
"david adams","1810140","2010, 2012, 2014-2017","in","Shelbyville Central Schools","Mr David Adams","3904883","2017-2023","oh","East Muskingum Local","David C. Adams"
"david baker","3905042","2005-2008","oh","Springboro Community City","David D. Baker","2922500","2024","mo","Niangua R-V","DAVID BAKER"
"david benson","1906540","2009-2014","ia","Cedar Rapids Comm School District","David Benson","2918300","2017","mo","Lee's Summit R-Vii","DAVID BENSON"
"david bills","1733930","2003-2005","il","Riverdale C U School Dist 100","DAVID BILLS ","3614670","2010-2019","ny","Honeoye Csd","Mr. David C Bills"
"david bills","1733930","2003-2005","il","Riverdale C U School Dist 100","DAVID BILLS ","3630630","2020-2024","ny","West Genesee Csd","DAVID BILLS"
"david bradley","1907080","2005-2007","ia","Charles City","David Bradley","5506060","2008-2012","wi","Saint Croix Central School District","David Bradley"
"david brax","2004200","2009-2010","ks","Buhler","Brax, David","2927570","2012-2017","mo","Savannah R-Iii","David Brax"
"david brewer","4832790","1990-1994","tx","Nocona Isd","David Brewer","4000759","2022","ok","Seminole County Ilc","David Brewer"
"david brewer","4832790","1990-1994","tx","Nocona Isd","David Brewer","4029640","2012-2013","ok","Temple","David Brewer"
"david brewer","4832790","1990-1994","tx","Nocona Isd","David Brewer","4030990","2014-2022","ok","Varnum","David Brewer"
"david brewer","4832790","1990-1994","tx","Nocona Isd","David Brewer","4031950","2023","ok","Waukomis","David Brewer"
"david brown","3608850","2019, 2021-2022","ny","Deruyter Csd","DAVID BROWN","1730900","2022-2023","il","Gen George Patton Sd 133","Mr. David L Brown"
"david brown","4843890","2017-2024","tx","Van Alstyne Isd","David Brown","1730900","2022-2023","il","Gen George Patton Sd 133","Mr. David L Brown"
"david brown","4843890","2017-2024","tx","Van Alstyne Isd","David Brown","3608850","2019, 2021-2022","ny","Deruyter Csd","DAVID BROWN"
"david campbell","2626370","2008","mi","Olivet","David Campbell","3617130","2018-2024","ny","Letchworth Csd","Mr. David T Campbell"
"david campbell","2626370","2008","mi","Olivet","David Campbell","4214460","2008-2024","pa","Line Mountain SD","DAVID CAMPBELL"
"david campbell","4214460","2008-2024","pa","Line Mountain SD","DAVID CAMPBELL","3617130","2018-2024","ny","Letchworth Csd","Mr. David T Campbell"
"david carr","3631200","2010-2011","ny","Wheelerville Ufsd","Mr. David D Carr","3416870","2015-2017, 2019-2024","nj","Wallkill Valley Regional High School District","David Carr"
"david carr","4841430","2002-2016","tx","Stanton Isd","David Carr","3416870","2015-2017, 2019-2024","nj","Wallkill Valley Regional High School District","David Carr"
"david carr","4841430","2002-2016","tx","Stanton Isd","David Carr","3631200","2010-2011","ny","Wheelerville Ufsd","Mr. David D Carr"
"david carriger","2005070","2009-2017","ks","Columbus","Carriger, David","4025320","2018-2024","ok","Quapaw","David Carriger"
"david damerall","4809630","1990-1993","tx","Bay City Isd","David Damerall","2916770","2003-2009","mo","Kirkwood R-Vii","DAVID DAMERALL"
"david davis","4828590","2009-2010","tx","Luling Isd","David Davis","3904527","2022-2023","oh","Carrollton Exempted Village","David L. Davis"
"david downs","2913560","2017-2024","mo","Hallsville R-Iv","DAVID DOWNS","500068","2019-2024","ar","Emerson-Taylor School District","Downs, David"
"david dude","1301680","2016-2020","ga","Decatur City","DAVID DUDE","5502070","2022-2024","wi","Cambria-Friesland School District","David Dude"
"david dudrey","3178260","2001-2002","ne","Wallace Public Sch Dist 65 R","DAVID DUDREY","1907650","2004","ia","Clearfield Comm School District","David Dudrey"
"david duncan","4025530","2012-2018","ok","Ravia","David Duncan","4701890","2013-2019","tn","Hollow Rock - Bruceton","Mr. David Duncan"
"david flowers","2007620","2009","ks","Hutchinson Public Schools","Flowers, David","4824000","2014-2024","tx","Huntington Isd","David Flowers"
"david fuller","3400758","2012-2013","nj","Newark Prep Charter School","David Fuller","4801437","2013-2016","tx","C O R E Academy","David Fuller"
"david gray","3904664","2005-2010","oh","Franklin Monroe Local","David A. Gray","2612810","2015","mi","Eau Claire","DAVID GRAY"
"david haggard","2921940","2010-2018","mo","New Franklin R-I","DAVID HAGGARD","1912750","2011-2012","ia","Glidden-Ralston","David Haggard"
"david harris","1926280","2004-2005","ia","Sigourney Comm School District","David Harris","4816860","2012-2017","tx","Desoto Isd","David Harris"
"david hill","1710470","2019-2023","il","Ccsd 93","Dr. David H Hill","1930540","2024","ia","Waverly-Shell Rock Comm School District","David  Hill"
"david hill","2600074","2011-2012","mi","Concord - Petoskey","David Hill","1710470","2019-2023","il","Ccsd 93","Dr. David H Hill"
"david hill","2600074","2011-2012","mi","Concord - Petoskey","David Hill","1912660","2016-2019","ia","Gladbrook-Reinbeck Comm School District","David Hill"
"david hill","2600074","2011-2012","mi","Concord - Petoskey","David Hill","1921000","2015-2020, 2023","ia","North Tama County Comm School District","David Hill"
"david hill","2600074","2011-2012","mi","Concord - Petoskey","David Hill","1930540","2024","ia","Waverly-Shell Rock Comm School District","David  Hill"
"david jackson","3904873","2009-2023","oh","Northridge Local","David A. Jackson","2011520","2011-2012","ks","Chautauqua Co Community","Jackson, David E"
"david jackson","3904873","2009-2023","oh","Northridge Local","David A. Jackson","2012810","2013","ks","Lebo-Waverly","Jackson, David"
"david jackson","3904873","2009-2023","oh","Northridge Local","David A. Jackson","4814160","2019","tx","Clarendon Isd","David Jackson"
"david jackson","3904873","2009-2023","oh","Northridge Local","David A. Jackson","4842540","2014","tx","Texhoma Isd","David Jackson"
"david jackson","3904873","2009-2023","oh","Northridge Local","David A. Jackson","4843980","2013","tx","Vega Isd","David Jackson"
"david jones","3702100","2010-2015","nc","Henderson County Schools","David Jones","3100141","2011-2015","ne","Emerson-Hubbard Public Schools","DAVID JONES"
"david jones","3702100","2010-2015","nc","Henderson County Schools","David Jones","4800116","2012","tx","Jamie's House Charter School","David Jones"
"david jones","3702100","2010-2015","nc","Henderson County Schools","David Jones","601426","2015-2018","ca","Bonsall Unified","David Jones"
"david larson","1716830","2012-2014, 2017-2023","il","Glenbard Twp Hsd 87","Dr. David Larson","1904740","2014-2018","ia","Bennett Comm School District","David Larson"
"david larson","1716830","2012-2014, 2017-2023","il","Glenbard Twp Hsd 87","Dr. David Larson","1921720","2016-2018","ia","Olin Consolidated School District","Dave Larson"
"david larson","2605850","2008, 2011","mi","Birmingham","David Larson","1716830","2012-2014, 2017-2023","il","Glenbard Twp Hsd 87","Dr. David Larson"
"david larson","2605850","2008, 2011","mi","Birmingham","David Larson","1904740","2014-2018","ia","Bennett Comm School District","David Larson"
"david larson","2605850","2008, 2011","mi","Birmingham","David Larson","1921720","2016-2018","ia","Olin Consolidated School District","Dave Larson"
"david larson","2605850","2008, 2011","mi","Birmingham","David Larson","3904533","2010-2012","oh","Covington Exempted Village","David A. Larson"
"david larson","3904533","2010-2012","oh","Covington Exempted Village","David A. Larson","1716830","2012-2014, 2017-2023","il","Glenbard Twp Hsd 87","Dr. David Larson"
"david larson","3904533","2010-2012","oh","Covington Exempted Village","David A. Larson","1904740","2014-2018","ia","Bennett Comm School District","David Larson"
"david larson","3904533","2010-2012","oh","Covington Exempted Village","David A. Larson","1921720","2016-2018","ia","Olin Consolidated School District","Dave Larson"
"david lewis","1303870","2013-2023","ga","Muscogee County","DAVID LEWIS","1701424","2022","il","Betty Shabazz International Charter School","David Lewis"
"david lewis","1303870","2013-2023","ga","Muscogee County","DAVID LEWIS","3704880","2020-2022","nc","Wayne County Public Schools","David Lewis"
"david lewis","1303870","2013-2023","ga","Muscogee County","DAVID LEWIS","3904445","2019-2023","oh","Newark City","David L. Lewis"
"david lewis","1303870","2013-2023","ga","Muscogee County","DAVID LEWIS","4815540","2023-2024","tx","Crane Isd","David Lewis"
"david lewis","1303870","2013-2023","ga","Muscogee County","DAVID LEWIS","4837500","2017-2022","tx","Rochelle Isd","David Lewis"
"david lewis","1701424","2022","il","Betty Shabazz International Charter School","David Lewis","4815540","2023-2024","tx","Crane Isd","David Lewis"
"david lewis","3704880","2020-2022","nc","Wayne County Public Schools","David Lewis","1701424","2022","il","Betty Shabazz International Charter School","David Lewis"
"david lewis","3704880","2020-2022","nc","Wayne County Public Schools","David Lewis","4815540","2023-2024","tx","Crane Isd","David Lewis"
"david markward","1734410","2003","il","Rock Island School District 41","DR DAVID MARKWARD ","1906540","2004-2008","ia","Cedar Rapids Comm School District","David Markward"
"david martin","3702680","2009","nc","Lincoln County Schools","David Martin","4700145","2021-2022","tn","Tennessee School For Blind","Dr. David Martin"
"david miller","1201950","2010-2012","fl","Wakulla","MILLER, DAVID","624750","2021","ca","Middletown Unified","David Miller"
"david miller","3100105","2009-2013","ne","Bridgeport Public Schools","DAVID MILLER","1201950","2010-2012","fl","Wakulla","MILLER, DAVID"
"david miller","3100105","2009-2013","ne","Bridgeport Public Schools","DAVID MILLER","624750","2021","ca","Middletown Unified","David Miller"
"david moyer","5501890","2010-2011","wi","Burlington Area School District","David Moyer","1713970","2014, 2017-2020","il","Elmhurst Sd 205","Dr. David Moyer"
"david moyer","5501890","2010-2011","wi","Burlington Area School District","David Moyer","1726400","2012-2013","il","Moline Usd 40","Dr. David Moyer"
"david moyer","5501890","2010-2011","wi","Burlington Area School District","David Moyer","3621270","2024","ny","Northport-East Northport Ufsd","DAVID MOYER"
"david patterson","601337","2009","ca","Sbe - Western Sierra Collegiate Academy","David Patterson","2601028","2014-2015","mi","Charlton Heston Academy","David Patterson"
"david powell","1719200","2008-2014, 2017-2023","il","Hillsboro Cusd 3","David E Powell","4006030","2013","ok","Byars","David Powell"
"david powell","1719200","2008-2014, 2017-2023","il","Hillsboro Cusd 3","David E Powell","4032010","2012-2018","ok","Wayne","David Powell"
"david price","4818940","2001-2008, 2017-2018","tx","Fairfield Isd","David Price","4207320","2010, 2017","pa","School District","David Price"
"david pruneau","2629940","2008","mi","Rochester","David Pruneau","1713970","2011-2013","il","Elmhurst Sd 205","Mr. David Pruneau"
"david rice","3905059","2005-2015","oh","Triway Local","David W. Rice","633660","2020-2022","ca","Ross Elementary","David Rice"
"david richards","2614820","2011-2012, 2014-2015","mi","Fraser","David Richards","3622260","2012-2013","ny","Oxford Academy & Csd","Dr. David Richards"
"david richards","2614820","2011-2012, 2014-2015","mi","Fraser","David Richards","3629240","2014-2024","ny","Otego-Unadilla Csd","Mr. David Richards"
"david rogers","1927500","2004","ia","West Central Valley Comm School District","David Rogers","1732830","2006-2014","il","Prophetstown-Lyndon-Tampico Cusd3","DAVID R ROGERS"
"david russell","2929730","2015-2021","mo","Success R-Vi","David Russell","4813440","2018-2024","tx","Central Heights Isd","David Russell"
"david smith","504980","2007","ar","Decatur School District","SMITH, DAVID C.","1304140","2017-2019","ga","Pierce County","DAVID KEVIN SMITH"
"david smith","504980","2007","ar","Decatur School District","SMITH, DAVID C.","1803450","2012, 2014-2024","in","Evansville Vanderburgh Sch Corp","Dr David Smith"
"david smith","504980","2007","ar","Decatur School District","SMITH, DAVID C.","1927000","2009-2020, 2023-2024","ia","Spirit Lake Comm School District","Dave Smith"
"david smith","504980","2007","ar","Decatur School District","SMITH, DAVID C.","4004950","2018-2021","ok","Bokoshe","David Smith"
"david smith","504980","2007","ar","Decatur School District","SMITH, DAVID C.","5103060","2010-2015","va","Prince Edward County","Dr. David Smith"
"david smith","1304140","2017-2019","ga","Pierce County","DAVID KEVIN SMITH","4004950","2018-2021","ok","Bokoshe","David Smith"
"david smith","1927000","2009-2020, 2023-2024","ia","Spirit Lake Comm School District","Dave Smith","1304140","2017-2019","ga","Pierce County","DAVID KEVIN SMITH"
"david smith","1927000","2009-2020, 2023-2024","ia","Spirit Lake Comm School District","Dave Smith","1803450","2012, 2014-2024","in","Evansville Vanderburgh Sch Corp","Dr David Smith"
"david smith","1927000","2009-2020, 2023-2024","ia","Spirit Lake Comm School District","Dave Smith","4004950","2018-2021","ok","Bokoshe","David Smith"
"david smith","1927000","2009-2020, 2023-2024","ia","Spirit Lake Comm School District","Dave Smith","5103060","2010-2015","va","Prince Edward County","Dr. David Smith"
"david smith","1803450","2012, 2014-2024","in","Evansville Vanderburgh Sch Corp","Dr David Smith","1304140","2017-2019","ga","Pierce County","DAVID KEVIN SMITH"
"david smith","1803450","2012, 2014-2024","in","Evansville Vanderburgh Sch Corp","Dr David Smith","4004950","2018-2021","ok","Bokoshe","David Smith"
"david smith","2908250","2003-2004","mo","Center 58","DAVID SMITH","1304140","2017-2019","ga","Pierce County","DAVID KEVIN SMITH"
"david smith","2908250","2003-2004","mo","Center 58","DAVID SMITH","1803450","2012, 2014-2024","in","Evansville Vanderburgh Sch Corp","Dr David Smith"
"david smith","2908250","2003-2004","mo","Center 58","DAVID SMITH","1927000","2009-2020, 2023-2024","ia","Spirit Lake Comm School District","Dave Smith"
"david smith","2908250","2003-2004","mo","Center 58","DAVID SMITH","4004950","2018-2021","ok","Bokoshe","David Smith"
"david smith","2908250","2003-2004","mo","Center 58","DAVID SMITH","504980","2007","ar","Decatur School District","SMITH, DAVID C."
"david smith","2908250","2003-2004","mo","Center 58","DAVID SMITH","5103060","2010-2015","va","Prince Edward County","Dr. David Smith"
"david smith","4800087","1999-2002","tx","Valley High","David Smith","1304140","2017-2019","ga","Pierce County","DAVID KEVIN SMITH"
"david smith","4800087","1999-2002","tx","Valley High","David Smith","1803450","2012, 2014-2024","in","Evansville Vanderburgh Sch Corp","Dr David Smith"
"david smith","4800087","1999-2002","tx","Valley High","David Smith","1927000","2009-2020, 2023-2024","ia","Spirit Lake Comm School District","Dave Smith"
"david smith","4800087","1999-2002","tx","Valley High","David Smith","2908250","2003-2004","mo","Center 58","DAVID SMITH"
"david smith","4800087","1999-2002","tx","Valley High","David Smith","4004950","2018-2021","ok","Bokoshe","David Smith"
"david smith","4800087","1999-2002","tx","Valley High","David Smith","504980","2007","ar","Decatur School District","SMITH, DAVID C."
"david smith","4800087","1999-2002","tx","Valley High","David Smith","5103060","2010-2015","va","Prince Edward County","Dr. David Smith"
"david smith","5103060","2010-2015","va","Prince Edward County","Dr. David Smith","1304140","2017-2019","ga","Pierce County","DAVID KEVIN SMITH"
"david smith","5103060","2010-2015","va","Prince Edward County","Dr. David Smith","1803450","2012, 2014-2024","in","Evansville Vanderburgh Sch Corp","Dr David Smith"
"david smith","5103060","2010-2015","va","Prince Edward County","Dr. David Smith","4004950","2018-2021","ok","Bokoshe","David Smith"
"david spencer","3100110","2004-2024","ne","South Platte Public Schools","DAVID SPENCER","1800206","2019","in","Kipp Indy Legacy High","David Spencer"
"david stephens","513530","2013-2014, 2016-2019","ar","Vilonia School District","STEPHENS, DAVID  .","4700153","2013-2022","tn","Bartlett","Mr. David Stephens"
"david stephens","2921840","2009-2014","mo","Nevada R-V","DAVID STEPHENS","4700153","2013-2022","tn","Bartlett","Mr. David Stephens"
"david stephens","2921840","2009-2014","mo","Nevada R-V","DAVID STEPHENS","513530","2013-2014, 2016-2019","ar","Vilonia School District","STEPHENS, DAVID  ."
"david stout","4811820","2011-2018","tx","Bryson Isd","David Stout","4013200","2022-2024","ok","Grandfield","David Stout"
